,Unnamed: 0.1,Unnamed: 0,manuscript_title,team,doi_pre,doi_pub,original_research,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids,Role,Team,FirstLastName,ReferencedWorks,NumReferencedWorks,NumInternalReferences,CitedByCount,CitedByInternal,CleanedTeam,TeamsThatCited,ReferencedTeams,IntReferences,ReferencedIndividuals,CleanedTeams,CleanedPeople,DateCreated
63,347,347.0,SynBot: An open-source image analysis software for automated quantification of synapses,Calakos,10.1101/2023.06.26.546578,10.1016/j.crmeth.2024.100861,1.0,W4402357127,A5017962710,Çağla Eroğlu,0000-0002-7204-0218,Co-PI,Team Calakos,Çağla Eroğlu,"['W14748109', 'W1483692414', 'W1979365023', 'W1988452935', 'W1988945207', 'W2012935976', 'W2026147918', 'W2029980283', 'W2068150596', 'W2074540503', 'W2091032510', 'W2098556983', 'W2098622411', 'W2124147311', 'W2131701641', 'W2150192750', 'W2156542981', 'W2158456505', 'W2165302236', 'W2166747217', 'W2170893097', 'W2236139809', 'W2257309849', 'W2293574227', 'W2320983896', 'W2437954370', 'W2509306306', 'W2520409292', 'W2530487226', 'W2568317134', 'W2581591112', 'W2592023542', 'W2613289019', 'W2618729744', 'W2765155499', 'W2767960938', 'W2804479495', 'W2808309264', 'W2884522219', 'W2896416678', 'W2898344414', 'W2912611708', 'W2959600977', 'W2969472499', 'W2975634117', 'W2976579916', 'W2980248332', 'W3004142904', 'W3021638720', 'W3034798869', 'W3037804617', 'W3048515624', 'W3083235182', 'W3094257225', 'W3097766161', 'W3112588537', 'W3125508398', 'W3174877584', 'W3197839114', 'W3198792031', 'W3204920881', 'W3205965740', 'W4281571964', 'W4362576374', 'W4393854532']",65,0,8.0,0.0,['Team Calakos'],[],[],[],[],['Team Calakos'],['Çağla Eroğlu'],2024-09-10
64,350,350.0,An open-source head-fixation and implant-protection system for mice,Calakos,NA_hardware article,10.1016/j.ohx.2022.e00391,0.0,W4313219376,A5078373067,Michael R. Tadross,0000-0002-7752-6380,Co-PI,Team Calakos,Michael Tadross,"['W1977530624', 'W2001383746', 'W2051361380', 'W2076168055', 'W2109152498', 'W2111128547', 'W2140011966', 'W2159822844', 'W2984898909', 'W2993181252', 'W3004428199', 'W3011103335', 'W3087043884']",13,0,6.0,0.0,['Team Calakos'],[],[],[],[],['Team Calakos'],['Michael Tadross'],2023-01-06
65,357,357.0,GEARBOCS: An Adeno Associated Virus Tool for In Vivo Gene Editing in Astrocytes,Calakos,10.1101/2023.01.17.524433,,1.0,W4317490316,A5017962710,Çağla Eroğlu,0000-0002-7204-0218,Co-PI,Team Calakos,Çağla Eroğlu,"['W1525806948', 'W1963623233', 'W1970987547', 'W1972476556', 'W1977709885', 'W1997956950', 'W2021158519', 'W2026147918', 'W2032730787', 'W2034468530', 'W2035084050', 'W2042681276', 'W2050480410', 'W2050744136', 'W2054275187', 'W2070614858', 'W2071555931', 'W2076951953', 'W2096261947', 'W2109879947', 'W2111353279', 'W2124147311', 'W2131421829', 'W2131701641', 'W2144447780', 'W2152460583', 'W2154283358', 'W2156035345', 'W2165302236', 'W2173737475', 'W2191292005', 'W2227238226', 'W2230269655', 'W2236139809', 'W2237126879', 'W2252568502', 'W2284538027', 'W2354407467', 'W2550079706', 'W2567675577', 'W2599518098', 'W2618729744', 'W2708579841', 'W2735769265', 'W2765155499', 'W2765658539', 'W2768392728', 'W2810774520', 'W2888908334', 'W2897300390', 'W2902508583', 'W2904226822', 'W2931947809', 'W2955699710', 'W2969567695', 'W3009790191', 'W3011286936', 'W3013373046', 'W3016246742', 'W3038956601', 'W3087458297', 'W3088511975', 'W3098524589', 'W3120786363', 'W3126269643', 'W3158248679', 'W3166386104', 'W3171952249', 'W3185034496', 'W3198792031', 'W3199881801', 'W3217532255', 'W4207062715', 'W4220979912', 'W4281490484', 'W4281658604', 'W4308451957', 'W4317490316', 'W4323924465', 'W4379966894', 'W4382363099', 'W4388720746', 'W4402357127', 'W890895450']",84,2,,,,,['Team Calakos'],"['W4317490316', 'W4402357127']",['Çağla Eroğlu'],['Team Calakos'],['Çağla Eroğlu'],2023-01-20
66,369,369.0,Astrocytic LRRK2 Controls Synaptic Connectivity through ERM Phosphorylation,Calakos,10.1101/2023.04.09.536178,,1.0,W4363676015,A5080635428,Scott H. Soderling,0000-0001-7808-197X,Co-PI,Team Calakos,Scott Soderling,"['W1526993239', 'W1798313689', 'W1964649068', 'W1983061009', 'W1983823915', 'W1986281313', 'W1992257474', 'W2002599143', 'W2012040176', 'W2024015768', 'W2028474222', 'W2029863963', 'W2037200077', 'W2043661303', 'W2046093759', 'W2054275187', 'W2055632128', 'W2074661552', 'W2087360216', 'W2102563932', 'W2105567655', 'W2112630320', 'W2113282929', 'W2120262230', 'W2131701641', 'W2141351251', 'W2143594200', 'W2163018106', 'W2253950023', 'W2471911977', 'W2480556520', 'W2512022815', 'W2588958279', 'W2596654147', 'W2607314510', 'W2626721076', 'W2765155499', 'W2765290339', 'W2767960938', 'W2768016303', 'W2790467391', 'W2794365093', 'W2799543599', 'W2800290340', 'W2806366257', 'W2884522219', 'W2889715260', 'W2891479021', 'W2893109289', 'W2897300390', 'W2899593101', 'W2920406131', 'W2952164723', 'W2954096078', 'W2961579768', 'W2969456175', 'W2969472499', 'W2980851597', 'W2981124548', 'W2981461733', 'W3000974767', 'W3004823952', 'W3011286936', 'W3020923383', 'W3024386858', 'W3045733764', 'W3080503232', 'W3095316811', 'W3098524589', 'W3099088600', 'W3132240972', 'W3143655128', 'W3156958386', 'W3157582528', 'W3158248679', 'W3161105653', 'W3177433188', 'W3178572978', 'W3179441771', 'W3198516116', 'W3198523930', 'W3202105508', 'W3202170609', 'W4200415424', 'W4205593204', 'W4205765336', 'W4206481149', 'W4210598731', 'W4212989770', 'W4220768139', 'W4220979912', 'W4229335295', 'W4280500951', 'W4283155864', 'W4307895613', 'W4308451957', 'W4323924465', 'W4365143658', 'W4382363099', 'W4386725788', 'W4396747027', 'W4402357127']",102,3,,,,,"['Team Vangheluwe', 'Team Awatramani', 'Team Calakos']","['W4205593204', 'W4205765336', 'W4402357127']","['Ellen Sidransky', 'Loukia Parisiadou', 'Çağla Eroğlu']",['Team Calakos'],"['Scott Soderling', 'Çağla Eroğlu']",2023-04-11
67,371,371.0,Astrocytic LRRK2 Controls Synaptic Connectivity through ERM Phosphorylation,Calakos,10.1101/2023.04.09.536178,,1.0,W4363676015,A5017962710,Çağla Eroğlu,0000-0002-7204-0218,Co-PI,Team Calakos,Çağla Eroğlu,"['W1526993239', 'W1798313689', 'W1964649068', 'W1983061009', 'W1983823915', 'W1986281313', 'W1992257474', 'W2002599143', 'W2012040176', 'W2024015768', 'W2028474222', 'W2029863963', 'W2037200077', 'W2043661303', 'W2046093759', 'W2054275187', 'W2055632128', 'W2074661552', 'W2087360216', 'W2102563932', 'W2105567655', 'W2112630320', 'W2113282929', 'W2120262230', 'W2131701641', 'W2141351251', 'W2143594200', 'W2163018106', 'W2253950023', 'W2471911977', 'W2480556520', 'W2512022815', 'W2588958279', 'W2596654147', 'W2607314510', 'W2626721076', 'W2765155499', 'W2765290339', 'W2767960938', 'W2768016303', 'W2790467391', 'W2794365093', 'W2799543599', 'W2800290340', 'W2806366257', 'W2884522219', 'W2889715260', 'W2891479021', 'W2893109289', 'W2897300390', 'W2899593101', 'W2920406131', 'W2952164723', 'W2954096078', 'W2961579768', 'W2969456175', 'W2969472499', 'W2980851597', 'W2981124548', 'W2981461733', 'W3000974767', 'W3004823952', 'W3011286936', 'W3020923383', 'W3024386858', 'W3045733764', 'W3080503232', 'W3095316811', 'W3098524589', 'W3099088600', 'W3132240972', 'W3143655128', 'W3156958386', 'W3157582528', 'W3158248679', 'W3161105653', 'W3177433188', 'W3178572978', 'W3179441771', 'W3198516116', 'W3198523930', 'W3202105508', 'W3202170609', 'W4200415424', 'W4205593204', 'W4205765336', 'W4206481149', 'W4210598731', 'W4212989770', 'W4220768139', 'W4220979912', 'W4229335295', 'W4280500951', 'W4283155864', 'W4307895613', 'W4308451957', 'W4323924465', 'W4365143658', 'W4382363099', 'W4386725788', 'W4396747027', 'W4402357127']",102,3,,,,,"['Team Vangheluwe', 'Team Awatramani', 'Team Calakos']","['W4205593204', 'W4205765336', 'W4402357127']","['Ellen Sidransky', 'Loukia Parisiadou', 'Çağla Eroğlu']",['Team Calakos'],"['Scott Soderling', 'Çağla Eroğlu']",2023-04-11
68,376,376.0,Reward perseveration is shaped by GABAA-mediated dopamine pauses,Calakos,10.1101/2024.05.09.593320,,1.0,W4396811761,A5078373067,Michael R. Tadross,0000-0002-7752-6380,Co-PI,Team Calakos,Michael Tadross,"['W1581327179', 'W1884568409', 'W1949404224', 'W1970226919', 'W1971999279', 'W1977708746', 'W1978731562', 'W1980737345', 'W1984095294', 'W2011451766', 'W2015770890', 'W2022561563', 'W2024520118', 'W2024680557', 'W2030644595', 'W2041848110', 'W2045930341', 'W2055163895', 'W2061608907', 'W2061910276', 'W2069441590', 'W2084374696', 'W2085337123', 'W2093128199', 'W2095501704', 'W2108867507', 'W2109059823', 'W2117726420', 'W2145465887', 'W2152681028', 'W2214962513', 'W2220700876', 'W2309716161', 'W2418204433', 'W2518664057', 'W2537018563', 'W2567343056', 'W2586123043', 'W2604220916', 'W2604969293', 'W2609307799', 'W2766827141', 'W2791680029', 'W2799652277', 'W2883392746', 'W2897319759', 'W2901153433', 'W2903682160', 'W2944382847', 'W2947312223', 'W2948506592', 'W2952837230', 'W2956728914', 'W2975634117', 'W2999518264', 'W2999778183', 'W3011755845', 'W3082054200', 'W3089184362', 'W3116416936', 'W3154511954', 'W3164626037', 'W3198910877', 'W3199237971', 'W4246854168', 'W4297985088', 'W4306855769', 'W4310941140', 'W4313219376', 'W4317390903', 'W4317436091', 'W4323920832', 'W4324344199', 'W4367059349', 'W4390577790', 'W4399679422']",76,1,,,,,['Team Calakos'],['W4313219376'],['Michael Tadross'],['Team Calakos'],['Michael Tadross'],2024-05-11
69,384,384.0,Peripheral MC1R activation modulates immune responses and is neuroprotective in a mouse model of Parkinson's disease,Chen,10.21203/rs.3.rs-3042571/v1,10.1007/s11481-023-10094-7,1.0,W4389947944,A5071360122,Weiyi Peng,0000-0002-7785-6240,Co-PI,Team Chen,Weiyi Peng,"['W1540142856', 'W1546232808', 'W1967640115', 'W1971241649', 'W1972931472', 'W1974250585', 'W1975055733', 'W1975774284', 'W1976936884', 'W1979982823', 'W1988011540', 'W1994661365', 'W1997326200', 'W2003612310', 'W2004349171', 'W2006684548', 'W2012246587', 'W2013374137', 'W2018019777', 'W2022911097', 'W2025082986', 'W2027464472', 'W2033782439', 'W2034186518', 'W2049733399', 'W2052384228', 'W2054597717', 'W2055750901', 'W2069089202', 'W2078799505', 'W2079606458', 'W2106689521', 'W2111405228', 'W2136516266', 'W2137829901', 'W2150747144', 'W2157155969', 'W2159822434', 'W2167707357', 'W2175869408', 'W2180660046', 'W2330138071', 'W2435708719', 'W2509040111', 'W2536640519', 'W2540640315', 'W2542427033', 'W2549976854', 'W2565756807', 'W2566714563', 'W2581971997', 'W2590983213', 'W2605692563', 'W2613787007', 'W2622000499', 'W2749762170', 'W2759715932', 'W2768981088', 'W2789541508', 'W2889988932', 'W2899749983', 'W2903888966', 'W2950413420', 'W2964045944', 'W2970124944', 'W2982701190', 'W2994230480', 'W3010822984', 'W3015653345', 'W3016458340', 'W3047765583', 'W3093878129', 'W3096763885', 'W3105666127', 'W3123567807', 'W3162759318', 'W3177397995', 'W3208114579', 'W3216844729', 'W4205932182', 'W4207056262', 'W4214701465', 'W4214833982', 'W4282924666', 'W4300167530', 'W8325609']",86,1,5.0,0.0,['Team Chen'],[],['Team Chen'],['W4214701465'],['Xiqun Chen'],['Team Chen'],"['Weiyi Peng', 'Michael Schwarzschild', 'Xiqun Chen']",2023-12-20
70,386,386.0,Peripheral MC1R activation modulates immune responses and is neuroprotective in a mouse model of Parkinson's disease,Chen,10.21203/rs.3.rs-3042571/v1,10.1007/s11481-023-10094-7,1.0,W4389947944,A5041777746,Michael A. Schwarzschild,0000-0001-6019-8280,Co-PI,Team Chen,Michael Schwarzschild,"['W1540142856', 'W1546232808', 'W1967640115', 'W1971241649', 'W1972931472', 'W1974250585', 'W1975055733', 'W1975774284', 'W1976936884', 'W1979982823', 'W1988011540', 'W1994661365', 'W1997326200', 'W2003612310', 'W2004349171', 'W2006684548', 'W2012246587', 'W2013374137', 'W2018019777', 'W2022911097', 'W2025082986', 'W2027464472', 'W2033782439', 'W2034186518', 'W2049733399', 'W2052384228', 'W2054597717', 'W2055750901', 'W2069089202', 'W2078799505', 'W2079606458', 'W2106689521', 'W2111405228', 'W2136516266', 'W2137829901', 'W2150747144', 'W2157155969', 'W2159822434', 'W2167707357', 'W2175869408', 'W2180660046', 'W2330138071', 'W2435708719', 'W2509040111', 'W2536640519', 'W2540640315', 'W2542427033', 'W2549976854', 'W2565756807', 'W2566714563', 'W2581971997', 'W2590983213', 'W2605692563', 'W2613787007', 'W2622000499', 'W2749762170', 'W2759715932', 'W2768981088', 'W2789541508', 'W2889988932', 'W2899749983', 'W2903888966', 'W2950413420', 'W2964045944', 'W2970124944', 'W2982701190', 'W2994230480', 'W3010822984', 'W3015653345', 'W3016458340', 'W3047765583', 'W3093878129', 'W3096763885', 'W3105666127', 'W3123567807', 'W3162759318', 'W3177397995', 'W3208114579', 'W3216844729', 'W4205932182', 'W4207056262', 'W4214701465', 'W4214833982', 'W4282924666', 'W4300167530', 'W8325609']",86,1,5.0,0.0,['Team Chen'],[],['Team Chen'],['W4214701465'],['Xiqun Chen'],['Team Chen'],"['Weiyi Peng', 'Michael Schwarzschild', 'Xiqun Chen']",2023-12-20
71,387,387.0,Peripheral MC1R activation modulates immune responses and is neuroprotective in a mouse model of Parkinson's disease,Chen,10.21203/rs.3.rs-3042571/v1,10.1007/s11481-023-10094-7,1.0,W4389947944,A5012470875,Xiqun Chen,0000-0001-8582-8891,Lead-PI,Team Chen,Xiqun Chen,"['W1540142856', 'W1546232808', 'W1967640115', 'W1971241649', 'W1972931472', 'W1974250585', 'W1975055733', 'W1975774284', 'W1976936884', 'W1979982823', 'W1988011540', 'W1994661365', 'W1997326200', 'W2003612310', 'W2004349171', 'W2006684548', 'W2012246587', 'W2013374137', 'W2018019777', 'W2022911097', 'W2025082986', 'W2027464472', 'W2033782439', 'W2034186518', 'W2049733399', 'W2052384228', 'W2054597717', 'W2055750901', 'W2069089202', 'W2078799505', 'W2079606458', 'W2106689521', 'W2111405228', 'W2136516266', 'W2137829901', 'W2150747144', 'W2157155969', 'W2159822434', 'W2167707357', 'W2175869408', 'W2180660046', 'W2330138071', 'W2435708719', 'W2509040111', 'W2536640519', 'W2540640315', 'W2542427033', 'W2549976854', 'W2565756807', 'W2566714563', 'W2581971997', 'W2590983213', 'W2605692563', 'W2613787007', 'W2622000499', 'W2749762170', 'W2759715932', 'W2768981088', 'W2789541508', 'W2889988932', 'W2899749983', 'W2903888966', 'W2950413420', 'W2964045944', 'W2970124944', 'W2982701190', 'W2994230480', 'W3010822984', 'W3015653345', 'W3016458340', 'W3047765583', 'W3093878129', 'W3096763885', 'W3105666127', 'W3123567807', 'W3162759318', 'W3177397995', 'W3208114579', 'W3216844729', 'W4205932182', 'W4207056262', 'W4214701465', 'W4214833982', 'W4282924666', 'W4300167530', 'W8325609']",86,1,5.0,0.0,['Team Chen'],[],['Team Chen'],['W4214701465'],['Xiqun Chen'],['Team Chen'],"['Weiyi Peng', 'Michael Schwarzschild', 'Xiqun Chen']",2023-12-20
72,400,400.0,DOPA pheomelanin is increased in nigral neuromelanin of Parkinson’s disease,Chen,10.1101/2022.06.30.22277063,10.1016/j.pneurobio.2023.102414,1.0,W4319071820,A5031896665,Xiqun Chen,0000-0001-8285-084X,Lead-PI,Team Chen,Xiqun Chen,"['W1556657736', 'W1580266739', 'W1830459440', 'W1905490847', 'W1913653254', 'W193891455', 'W1970878854', 'W1977044733', 'W1979975559', 'W1983077538', 'W1983097214', 'W1986351290', 'W1993858117', 'W1997727568', 'W2006775447', 'W2016775666', 'W2024585372', 'W2032587951', 'W2034186518', 'W2050625970', 'W2059173785', 'W2061183770', 'W2070017428', 'W2071058847', 'W2073760242', 'W2073849338', 'W2087723473', 'W2088538082', 'W2089289079', 'W2090469524', 'W2091200733', 'W2109511835', 'W2109814195', 'W2111025546', 'W2116294955', 'W2116487401', 'W2117253152', 'W2117690918', 'W2127752109', 'W2137504359', 'W2139856185', 'W2141410612', 'W2157786925', 'W2165866163', 'W2318830152', 'W2566714563', 'W2581824660', 'W2590983213', 'W2600025798', 'W2604754546', 'W2752710053', 'W2769554675', 'W2789457320', 'W2793610547', 'W2797850641', 'W2807047688', 'W2861203326', 'W2884263697', 'W2889709054', 'W2905515525', 'W2907867049', 'W2915476106', 'W2919982464', 'W2956927868', 'W2965717703', 'W2971903447', 'W2976289506', 'W3003366059', 'W3004330399', 'W3094944050', 'W3107420960', 'W3135255493', 'W3165207429', 'W4214701465']",74,1,10.0,0.0,['Team Chen'],[],['Team Chen'],['W4214701465'],['Xiqun Chen'],['Team Chen'],['Xiqun Chen'],2023-02-04
73,404,404.0,Parkinson’s disease and cancer: a systematic review and meta-analysis of over 17 million participants,Chen,missing,10.1136/bmjopen-2020-046329,1.0,W3177121370,A5031896665,Xiqun Chen,0000-0001-8285-084X,Lead-PI,Team Chen,Xiqun Chen,"['W1511831958', 'W1582192217', 'W1583920753', 'W1840996019', 'W1875570330', 'W1896254688', 'W1911057491', 'W1942870085', 'W1970025104', 'W1970254583', 'W1976498574', 'W1989227641', 'W1991797869', 'W2001905430', 'W2005278155', 'W2006382458', 'W2011637437', 'W2016089711', 'W2016633793', 'W2022341200', 'W2025005764', 'W2031174654', 'W2047230259', 'W2049768891', 'W2056299775', 'W2059856629', 'W2062963598', 'W2065573622', 'W2065896551', 'W2067722551', 'W2070140568', 'W2073939837', 'W2073955447', 'W2079317415', 'W2080190730', 'W2084388513', 'W2085093599', 'W2085134861', 'W2099740093', 'W2109099744', 'W2125435699', 'W2126798399', 'W2127491025', 'W2134164899', 'W2138404365', 'W2145590702', 'W2153324328', 'W2154194672', 'W2155538049', 'W2156168338', 'W2156313629', 'W2164506637', 'W2170672646', 'W2175804913', 'W2226387994', 'W2228292904', 'W2229319114', 'W2291522525', 'W2312179619', 'W2325949297', 'W2342552108', 'W2406188520', 'W2406703082', 'W2524162259', 'W2526858913', 'W2556363021', 'W2590983213', 'W2595206365', 'W2612891587', 'W2621586846', 'W2725117561', 'W2753097719', 'W2759641996', 'W2794342347', 'W2799662234', 'W2808125059', 'W2890175468', 'W2895926103', 'W2910766075', 'W2937030578', 'W2951614410', 'W2966283315', 'W2978399138', 'W2987589218', 'W2994242284', 'W2996057910', 'W3015214780', 'W3015409474', 'W3021363794', 'W3030516440', 'W3031430348', 'W3043918442', 'W3092704538', 'W3126026051', 'W3128995822', 'W4244866093', 'W4253071243']",97,0,33.0,0.0,['Team Chen'],[],[],[],[],['Team Chen'],['Xiqun Chen'],2021-07-05
74,415,415.0,Melanocortin 1 receptor activation protects against alpha-synuclein pathologies in models of Parkinson’s disease,Chen,10.21203/rs.3.rs-286792/v1,10.1186/s13024-022-00520-4,1.0,W4214701465,A5041777746,Michael A. Schwarzschild,0000-0001-6019-8280,Co-PI,Team Chen,Michael Schwarzschild,"['W1504299169', 'W1562925757', 'W1648412695', 'W1974250585', 'W1981619752', 'W1987114379', 'W1988011540', 'W1990005278', 'W1994661365', 'W2012760010', 'W2013374137', 'W2015891732', 'W2024585372', 'W2030064090', 'W2038963083', 'W2041134571', 'W2042748383', 'W2044994676', 'W2046781193', 'W2048019711', 'W2053047691', 'W2055285423', 'W2069089202', 'W2078799505', 'W2083630984', 'W2096591947', 'W2106726734', 'W2108865709', 'W2109349283', 'W2109511835', 'W2111405228', 'W2118898883', 'W2122711551', 'W2128088040', 'W2135617975', 'W2136516266', 'W2150656456', 'W2151725579', 'W2157786925', 'W2167707357', 'W2170568072', 'W2180660046', 'W2318830152', 'W2435708719', 'W2508840300', 'W2540640315', 'W2550736838', 'W2566714563', 'W2590983213', 'W2591944756', 'W2603863609', 'W2613787007', 'W2618292058', 'W2623443831', 'W2748930167', 'W2767035561', 'W2768638419', 'W2783763012', 'W2789541508', 'W2809261456', 'W2954385672', 'W2955588013', 'W2972937106', 'W2982948599', 'W3013462684', 'W3019967369', 'W3040668638', 'W3105666127', 'W3166055090', 'W4297581650']",70,0,16.0,2.0,['Team Chen'],['Team Chen'],[],[],[],['Team Chen'],"['Michael Schwarzschild', 'Xiqun Chen']",2022-03-02
75,416,416.0,Melanocortin 1 receptor activation protects against alpha-synuclein pathologies in models of Parkinson’s disease,Chen,10.21203/rs.3.rs-286792/v1,10.1186/s13024-022-00520-4,1.0,W4214701465,A5012470875,Xiqun Chen,0000-0001-8582-8891,Lead-PI,Team Chen,Xiqun Chen,"['W1504299169', 'W1562925757', 'W1648412695', 'W1974250585', 'W1981619752', 'W1987114379', 'W1988011540', 'W1990005278', 'W1994661365', 'W2012760010', 'W2013374137', 'W2015891732', 'W2024585372', 'W2030064090', 'W2038963083', 'W2041134571', 'W2042748383', 'W2044994676', 'W2046781193', 'W2048019711', 'W2053047691', 'W2055285423', 'W2069089202', 'W2078799505', 'W2083630984', 'W2096591947', 'W2106726734', 'W2108865709', 'W2109349283', 'W2109511835', 'W2111405228', 'W2118898883', 'W2122711551', 'W2128088040', 'W2135617975', 'W2136516266', 'W2150656456', 'W2151725579', 'W2157786925', 'W2167707357', 'W2170568072', 'W2180660046', 'W2318830152', 'W2435708719', 'W2508840300', 'W2540640315', 'W2550736838', 'W2566714563', 'W2590983213', 'W2591944756', 'W2603863609', 'W2613787007', 'W2618292058', 'W2623443831', 'W2748930167', 'W2767035561', 'W2768638419', 'W2783763012', 'W2789541508', 'W2809261456', 'W2954385672', 'W2955588013', 'W2972937106', 'W2982948599', 'W3013462684', 'W3019967369', 'W3040668638', 'W3105666127', 'W3166055090', 'W4297581650']",70,0,16.0,2.0,['Team Chen'],['Team Chen'],[],[],[],['Team Chen'],"['Michael Schwarzschild', 'Xiqun Chen']",2022-03-02
