Title,team,doi_pre,doi_pub,date_added_preprint,date_added_publication,source_preprint,source_publication,original,notes,Preprint in SF tracker,publication in SF tracker,apc_amount,apc_status,OpenAlex_ID
RGS10 Attenuates Systemic Immune Dysregulation Induced by Chronic Inflammatory Stress,Liddle,10.1101/2024.10.24.620078,10.1186/s12974-024-03322-1,2024-11-13 00:00:00,2025-03-28 00:00:00,capture,biorxiv linked,1,,1.0,1,,,W4407870303
RNApysoforms: Fast rendering interactive visualization of RNA isoform structure and expression in Python,Hardy,10.1101/2024.11.06.622357,10.1093/bioadv/vbaf057,2024-11-13 00:00:00,2025-06-04 00:00:00,capture,lens,1,,1.0,1,,,W4408478911
Autophagic stress activates distinct compensatory secretory pathways in neurons,Hurley,10.1101/2024.11.07.621551,,2024-11-13 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4404194647
Network analysis of α-synuclein pathology progression reveals p21-activated kinases as regulators of vulnerability,Biederer,10.1101/2024.10.22.619411,,2024-11-13 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4403701747
A Protocol for Neuralized Murine Olfactory Organoids,Schlossmacher,10.1101/2024.10.29.620938,,2024-11-13 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4403934299
Hydrophobic tails enable diverse functions of the extracellular chaperone clusterin,Harper,10.1101/2024.10.30.620894,,2024-11-13 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4403929722
Synaptic sabotage: How Tau and α-Synuclein undermine synaptic health,Voet,NA_review,10.1083/jcb.202409104,NA_review,2025-02-01 00:00:00,NA_review,OA switchboard,0,,,1,,,W4405758345
Corticonigral projections recruit substantia nigra pars lateralis dopaminergic neurons for auditory threat memories,Edwards,10.1101/2024.11.04.621665,,2025-01-03 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4404080170
"Amyloid-beta, alpha-synuclein and tau aggregated co-pathologies enhance neuropathology and neuroinflammation",Kordower,10.1101/2024.10.13.618101,,2025-01-03 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4403372093
"Thalamic integration of basal ganglia and cerebellar circuits during motor learning
",Surmeier,10.1101/2024.10.31.621388,,2025-01-03 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4403985921
A novel alpha-synuclein G14R missense variant is associated with atypical neuropathological features,Harper,10.1101/2024.09.23.24313864,,2025-01-03 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4402836371
Exploring the relationship between GBA1 host genotype and gut microbiome in the GBA1L444P/WT mouse model: Implications for Parkinson disease pathogenesis,Schapira,10.1101/2024.12.15.627490,,2025-01-03 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405654945
The pyrethroid insecticide deltamethrin disrupts neuropeptide and monoamine signaling pathways in the gastrointestinal tract,Liddle,10.1101/2024.12.14.628386,10.1093/toxsci/kfaf076,2025-01-03 00:00:00,2025-08-22 00:00:00,comp,biorxiv linked,1,,1.0,,,,W4411694889
Multi-ancestry population attributable risk assessment of common genetic variation in Alzheimer’s and Parkinson’s diseases,GP2,10.1101/2024.09.23.24314240,,2025-01-03 00:00:00,,gp2,NA_not_yet_published,1,,1.0,,,,W4402830588
Single cell long read whole genome sequencing reveals somatic transposon activity in human brain,Voet,10.1101/2024.11.11.24317113,,2025-01-03 00:00:00,,lens,NA_not_yet_published,1,,1.0,,,,W4404251713
Ancestry-specific gene expression in peripheral monocytes mediates risk of neurodegenerative disease,Wood,10.1101/2024.11.20.624489,,2025-01-03 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4404635298
CNV-Finder: Streamlining Copy Number Variation Discovery,GP2,10.1101/2024.11.22.624040,,2025-01-03 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4404648005
LRRK2 G2019S mutation incites increased cell-intrinsic neutrophil effector functions and intestinal inflammation in a model of infectious colitis,Desjardins,10.1101/2024.11.26.625468,,2025-01-03 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4404905748
Severe GBA1 variants drive the GBA-PD clinical phenotype: implications for counselling and clinical trials,Schapira,10.1101/2024.12.09.24318560,,2025-01-03 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4405307578
The LRRK2 p.L1795F variant causes Parkinson’s disease in the European population,GP2,10.21203/rs.3.rs-4772543/v1,10.1038/s41531-025-00896-2,2025-01-03 00:00:00,2025-06-03 00:00:00,gp2,comp,1,,1.0,1,,,W4408838016
Leucine-Rich Repeat Kinases,Alessi,NA_review,10.1146/annurev-biochem-030122-051144,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4394822825
The Bis(monoacylglycero)-phosphate Hypothesis: From Lysosomal Function to Therapeutic Avenues,Alessi,NA_review,10.1146/annurev-biochem-092823-113814,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4394728367
The integrated stress response pathway and neuromodulator signaling in the brain: lessons learned from dystonia,Calakos,NA_review,10.1172/jci177833,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4393353092
⍺-Synuclein levels in Parkinson's disease – Cell types and forms that contribute to pathogenesis,Edwards,NA_review,10.1016/j.expneurol.2024.114887,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4400621178
Thinking outside the brain: Gut microbiome influence on innate immunity within neurodegenerative disease,Liddle,NA_review,10.1016/j.neurot.2024.e00476,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4403929147
Distributed dopaminergic signaling in the basal ganglia and its relationship to motor disability in Parkinson’s disease,Surmeier,NA_review,10.1016/j.conb.2023.102798,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4387865655
"Mitochondrial-derived vesicles in metabolism, disease, and aging",Desjardins,NA_review,10.1016/j.cmet.2023.11.014,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4390491728
Common genetic risk for Parkinson's disease and dysfunction of the endo-lysosomal system,Hardy,NA_review,10.1098/rstb.2022.0517,NA_review,2025-01-13 00:00:00,NA_review,lens,0,,,1,,,W4391921596
Functional Neuroanatomy of the Normal and Pathological Basal Ganglia,Vila,NA_review,10.1101/cshperspect.a041617,NA_review,2025-01-13 00:00:00,NA_review,lens,0,CLOSED ACCESS,,1,,,W4405529367
Autophagy and Protein Quality Control in Parkinson's Disease,Vila,NA_review,10.1101/cshperspect.a041619,NA_review,2025-01-13 00:00:00,NA_review,lens,0,CLOSED ACCESS,,1,,,W4405529351
Opto-Avoidance-Elevated Plus Maze protocol to study positive or negative valence upon optogenetic stimulation in the mouse brain,Awatramani,does_not_exist,10.1016/j.xpro.2024.103474,,2025-01-13 00:00:00,,lens,1,,,1,,,W4405107793
How Membrane Contact Sites Shape the Phagophore,Harper,NA_review,10.1177/2515256423116249,NA_review,2025-01-14 00:00:00,NA_review,lens,0,,,1,,,
Interplay of Proteostasis Capacity and Protein Aggregation: Implications for Cellular Function and Disease,Harper,NA_review,10.1016/j.jmb.2024.168615,NA_review,2025-01-14 00:00:00,NA_review,lens,0,,,1,,,W4396974310
Inflammation and heterogeneity in synucleinopathies,Sulzer,NA_review,10.3389/fimmu.2024.1432342,NA_review,2025-01-15 00:00:00,NA_review,lens,0,,,1,,,W4402070798
Basic Science in Movement Disorders: Fueling the Engine of Translation into Clinical Practice,Vila/Scholossmacher/Kaplitt,NA_review,10.1002/mds.29802,NA_review,2025-01-15 00:00:00,NA_review,lens,0,CC BY-NC-ND license,,1,,,W4393985070
Adeno-associated viral vectors for modeling Parkinson’s disease in non-human primates,Vila,NA_review,10.4103/nrr.nrr-d-24-00896,NA_review,2025-01-16 00:00:00,NA_review,comp,0,CC BY-NC-SA license,,1,,,W4407045108
Biochemical consequences of glucocerebrosidase 1 mutations in Parkinson’s disease,Schapira,NA_review,10.4103/1673-5374.382238,NA_review,2025-01-16 00:00:00,NA_review,comp,0,CC BY-NC-SA license,,1,,,W4386568470
"Mediterranean Diet Adherence, Gut Microbiota and Parkinson’s Disease: A Systematic Review",Schapira,NA_review,10.3390/nu16142181,NA_review,2025-01-16 00:00:00,NA_review,lens,0,,,1,,,W4400448269
Glycolipids in Parkinson's disease: beyond neuronal function,Schapira,NA_review,10.1002/2211-5463.13651,NA_review,2025-01-16 00:00:00,NA_review,lens,0,,,1,,,W4377565217
Consensus Guidance for Genetic Counseling in GBA1 Variants: A Focus on Parkinson's Disease,Schapira,NA_review,10.1002/mds.30006,NA_review,2025-01-16 00:00:00,NA_review,comp,0,,,1,,,W4402459585
The AfrAbia+plus Parkinson's Disease Genomic Consortium,GP2,NA_review,10.1016/s1474-4422(23)00453-2,NA_review,2025-03-28 00:00:00,NA_review,comp,0,,,1,,,W4391123321
Global Perspectives on Returning Genetic Research Results in Parkinson Disease,GP2,NA_review,10.1212/nxg.0000000000200213,NA_review,2025-03-28 00:00:00,NA_review,comp,0,,,1,,,W4405050131
Progressive noradrenergic degeneration and motor cortical dysfunction in Parkinson’s disease,Wichmann,NA_review,10.1038/s41401-024-01428-z,NA_review,2025-03-28 00:00:00,NA_review,comp,0,,,1,4265.0,Paid,W4404725953
LRRK2-associated parkinsonism with and without in vivo evidence of alpha-synuclein aggregates: longitudinal clinical and biomarker characterization,PPMI,10.1101/2024.07.22.24310806,10.1093/braincomms/fcaf103,2025-03-28 00:00:00,2025-03-28 00:00:00,oa_report,oa_report,1,,1.0,1,,,W4408207574
GenoTools: an open-source Python package for efficient genotype data quality control and analysis,GP2,10.1101/2024.03.26.586362,10.1093/g3journal/jkae268,2025-03-28 00:00:00,2025-03-28 00:00:00,lens,lens,1,,1.0,1,,,W4404557222
Long-Read Sequencing Unravels the Complexity of Structural Variants in PRKN in Two Individuals with Early-Onset Parkinson's Disease,GP2,10.1101/2024.05.02.24306523,10.1002/mds.29914,2025-03-28 00:00:00,2025-03-28 00:00:00,lens,lens,1,short GP2 trainee paper,1.0,1,,,W4400158789
Is SH3GL2 p.G276V the Causal Functional Variant Underlying Parkinson's Disease Risk at this Locus?,GP2,does_not_exist,10.1002/mds.29719,,2025-03-28 00:00:00,,lens,1,short GP2 trainee paper,,1,4270.0,Paid,W4401527105
The Black and African American Connections to Parkinson’s Disease (BLAAC PD) study protocol,GP2,NA_review,10.1186/s12883-024-03914-7,NA_review,2025-03-28 00:00:00,NA_review,lens,0,,,1,2890.0,Paid,W4403588310
Black and African American Connections to Parkinson's Disease Study: Addressing Missing Diversity in Parkinson's Disease Genetics,GP2,NA_review,10.1002/mds.29042,NA_review,2025-03-28 00:00:00,NA_review,lens,0,,,1,,,W4225152456
State-dependent modulation of spiny projection neurons controls levodopa-induced dyskinesia in a mouse model of Parkinson’s disease,Surmeier,10.1101/2025.01.02.631090,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4406002899
Neuronal alpha-Synuclein Disease stage progression over five years,PPMI,10.1101/2024.12.17.24319172,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405729494
Anxa1+ dopamine neuron vulnerability defines prodromal Parkinson’s disease bradykinesia and procedural motor learning impairment,Cragg,10.1101/2024.12.22.629963,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405685744
The gut microbiome promotes mitochondrial respiration in the brain of a Parkinson’s disease mouse model,Gradinaru,10.1101/2024.12.18.629251,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405711611
A Vulnerable Subtype of Dopaminergic Neurons Drives Early Motor Deficits in Parkinson’s Disease,Surmeier,10.1101/2024.12.20.629776,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405711489
Impact of dopamine deficiency and REM sleep behavior disorder on cognition in early neuronal synuclein disease with hyposmia,PPMI,10.1101/2024.12.12.24318917,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405397817
Smell testing to identify early alpha-synucleinopathy among people with dream enactment behavior,PPMI,10.1101/2024.12.11.24318857,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405385116
Transgenic A53T mice have astrocytic α-synuclein aggregates in dopamine and striatal regions,Kirik,10.1101/2025.01.09.632283,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4406292636
Predicting Cerebrospinal Fluid Alpha-Synuclein Seed Amplification Assay Status from Demographics and Clinical Data,PPMI,10.1101/2024.08.07.24311578,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,2504.13,Paid,W4401412691
Contralateral spread of unilateral tremor in Parkinson’s Disease,PPMI,10.1101/2025.02.20.25322608,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4407823527
Molecularly-guided spatial proteomics captures single-cell identity and heterogeneity of the nervous system,Gradinaru,10.1101/2025.02.10.637505,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4407379670
Genetically encoded self-assembling synuclein for tunable Parkinsonian pathology in vitro and in vivo,Gradinaru,10.1101/2025.03.06.641009,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4408279659
Standardised TruAI automated quantification of intracellular neuromelanin granules in human brain tissue sections,Vila,10.1101/2025.01.20.633975,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4406764563
Postsynaptic adaptations in direct pathway muscarinic M4-receptor signaling follow the temporal and regional pattern of dopaminergic degeneration,Edwards,10.1101/2025.03.03.641233,,2025-03-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4408279948
Parkinson’s Disease Pathogenic Variants: Cross-Ancestry Analysis and Microarray Data Validation,GP2,10.1101/2024.12.16.24319097,,2025-03-28 00:00:00,,gp2,NA_not_yet_published,1,,1.0,,,,W4405638171
Sub-second characterization of locomotor activities of mouse models of Parkinsonism,Wichmann,10.1101/2024.12.26.630411,10.1523/ENEURO.0014-25.2025,2025-03-28 00:00:00,2025-08-22 00:00:00,lens,biorxiv linked,1,,1.0,,,,W4412727576
GPNMB is a biomarker for lysosomal dysfunction and is secreted via LRRK2-modulated lysosomal exocytosis,Hardy,10.1101/2025.01.01.630988,,2025-03-28 00:00:00,,oa_works,NA_not_yet_published,1,,1.0,,,,W4405998545
α-Synuclein aggregates inhibit ESCRT-III through sequestration and collateral degradation,Harper,10.1101/2025.01.13.632710,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4406376062
Large-scale genetic characterization of Parkinson’s disease in the African and African admixed populations,GP2,10.1101/2025.01.14.25320205,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4406385948
LINE-1 retrotransposons regulate the exit of human pluripotency and early brain development,Jakobsson,10.1101/2025.01.17.633315,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4406507765
Lysosomal Glucocerebrosidase is needed for ciliary Hedgehog signaling: A convergent pathway to Parkinson’s disease,Alessi,10.1101/2025.01.20.633968,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4406680067
Micro-invasive probes for monitoring electrical and chemical neural activity in nonhuman primates,Strick,10.1101/2025.01.30.635139,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4407169973
A novel alpha-synuclein K58N missense variant in a patient with Parkinson’s disease,Harper,10.1101/2025.02.07.25321793,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4407474616
"EndoMAP.v1, a Structural Protein Complex Landscape of Human Endosomes",Harper,10.1101/2025.02.07.636106,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4407287042
Cholesterol-mediated Lysosomal Dysfunction in APOE4 Astrocytes Promotes α-Synuclein Pathology in Human Brain Tissue,Vangheluwe,10.1101/2025.02.09.637107,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4407293557
"Aseptic, semi-sealed cranial chamber implants for chronic multi-channel neurochemical and electrophysiological neural recording in nonhuman primates",Strick,10.1101/2025.02.10.636943,10.1016/j.jneumeth.2025.110467,2025-03-28 00:00:00,2025-06-03 00:00:00,capture,comp,1,,1.0,1,,,W4410252845
Specific cell states underlie complex tissue regeneration in spiny mice,Gradinaru,10.1101/2025.02.10.637521,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4407353346
"PPM1M, a LRRK2-counteracting, phosphoRab12-preferring phosphatase with potential link to Parkinson’s disease",Alessi,10.1101/2025.03.19.644182,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4408707008
In situ cryo-ET visualization of mitochondrial depolarization and mitophagic engulfment,Hurley,10.1101/2025.03.24.645001,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4408876148
ATG2A engages Rab1a and ARFGAP1 positive membranes during autophagosome biogenesis,De Camilli,10.1101/2025.03.24.645038,,2025-03-28 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4408839786
Leveraging animal models to understand non-motor symptoms of Parkinson's disease,Wichmann,NA_review,10.1016/j.nbd.2025.106848,NA_review,2025-04-03 00:00:00,NA_review,hetal,0,,,1,3690.0,Paid,W4408012283
Advances in mitophagy initiation mechanisms,Hurley,NA_review,10.1016/j.ceb.2025.102493,NA_review,2025-04-14 00:00:00,NA_review,lara_apc_tracker,0,,,1,4390.0,Paid,W4408682775
Long-term dementia risk in Parkinson's disease,PPMI,does_not_exist,10.1212/WNL.0000000000209699,,2025-04-14 00:00:00,,lara_apc_tracker,1,no preprint,,1,4355.0,Paid,W4401383018
Lewy body diseases and the gut,Liddle,NA_review,10.1186/s13024-025-00804-5,NA_review,2025-04-14 00:00:00,NA_review,lara_apc_tracker,0,,,1,3165.0,Paid,W4406965173
"LRRK2, lysosome damage, and Parkinson's disease",De Camilli,NA_review,10.1016/j.ceb.2025.102482,NA_review,2025-04-14 00:00:00,NA_review,lara_apc_tracker,0,,,1,4390.0,Paid,W4407728214
Motor and nonmotor features of p.A53T alpha-synuclein PD vs idiopathic PD: longitudinal data from the PPMI study,PPMI,10.1101/2024.08.23.24312442,10.1007/s00415-024-12836-w,2025-04-14 00:00:00,2025-04-14 00:00:00,lara_apc_tracker,lara_apc_tracker,1,,1.0,1,4590.0,Paid,W4407359222
The Role of Alpha-Synuclein Pathology,Vila,NA_review,10.1007/978-1-0716-4083-8_2,NA_review,2025-04-14 00:00:00,NA_review,lara_apc_tracker,0,,,1,2890.0,Paid,W4402599300
Spatial genomics of AAVs reveals mechanism of transcriptional crosstalk that enables targeted delivery of large genetic cargo,Gradinaru,10.1101/2023.12.23.573214,10.1038/s41587-025-02565-4,2025-04-30 00:00:00,2025-04-30 00:00:00,hub; lens,hub; lens,1,,1.0,1,,,W4408648683
Differential memory enrichment of cytotoxic CD4 T cells in Parkinson’s disease patients reactive to α-synuclein,Sulzer,10.1101/2025.04.21.649867,10.1038/s41531-025-00981-6,2025-05-01 00:00:00,2025-06-03 00:00:00,capture,oa.works,1,,1.0,1,,,W4410370317
T cell responses towards PINK1 and α-synuclein are elevated in prodromal Parkinson’s disease,Sulzer,10.1101/2025.04.21.649871,,2025-05-01 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4409759187
Soluble Immune Factor Profiles in Blood and CSF Associated with LRRK2 Mutations and Parkinson’s Disease,Chen,10.1101/2025.03.20.644460,,2025-05-01 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4408837512
AI-directed voxel extraction and volume EM identify intrusions as sites of mitochondrial contact,Hurley,10.1101/2024.11.20.624606,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4404584282
A single Citrobacter rodentium infection in Pink1 knockout and wild type mice leads to regional blood-brain-barrier perturbation and glial activation without dopamine neuron axon terminal loss,Desjardins,10.1101/2024.12.24.630165,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4405806918
Novel Parkinson’s Disease Genetic Risk Factors Within and Across European Populations,GP2,10.1101/2025.03.14.24319455,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4408672672
"iNeurons are sweet, maybe too sweet? Exploring the impact of media composition on PINK1-dependent mitophagy",Hardy,10.1101/2025.04.01.646648,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4409127228
HyDrop v2: Scalable atlas construction for training sequence-to-function models,Voet,10.1101/2025.04.02.646792,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4409172125
CREsted: modeling genomic and synthetic cell type-specific enhancers across tissues and species,Voet,10.1101/2025.04.02.646812,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4409116492
Sex-dimorphic effects of neuromelanin buildup in rodent nigral dopamine neurons: implications for sex-biased vulnerability in Parkinson’s disease,Vila,10.1101/2025.04.18.649338,,2025-05-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4409720200
Molecular and cellular signatures differentiate Parkinson’s disease from Parkinson’s disease with dementia,Hardy/ Wood,10.1101/2025.03.04.641379,,2025-06-02 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4408147687
Deciphering the Genetic Architecture of Parkinson’s Disease in India,GP2,10.1101/2025.02.17.25322132,,2025-06-02 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4407823600
17q21.31 locus regulates Parkinson’s disease relevant pathways through KANSL1 activity,Hardy,10.1101/2025.03.17.641409,,2025-06-02 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4408607410
Astrocytic polyamine transport by ATP13A4 tunes excitatory synaptic transmission,Vangheluwe / Calakos,10.1101/2025.04.04.25325117,,2025-06-02 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4409205313
Does COMT Play a Role in Parkinson’s Disease Susceptibility Across Diverse Ancestral Populations?,GP2,10.1101/2025.04.11.25325572,,2025-06-02 00:00:00,,gp2_tracker,NA_not_yet_published,1,,1.0,,,,W4409352577
"Single-cell multiomics identifies both shared and unique features of immune dysfunction in the colon, plasma and stool from individuals diagnosed with Parkinson’s disease or inflammatory bowel disease",Liddle,10.1101/2025.04.29.651228,,2025-06-02 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4410027322
Characterizing Parkinson’s Disease Clinical and Biomarker Interactions in REM Sleep Behavior Disorder,Hafler,10.1101/2025.05.16.25327469,,2025-06-02 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4410474885
Inflamed Microglia like Macrophages in the Central Nervous System of Prodromal Parkinson’s Disease,Vila,10.1101/2025.05.16.654530,,2025-06-04 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4410607995
Drug Repurposing for Parkinson’s Disease: A Large-Scale Multi-Cohort Study,Scherzer,10.1101/2025.05.20.25327943,,2025-06-04 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4410607677
Spatio-molecular analysis of primate subthalamus defines anatomical domains relevant to Parkinson’s disease and neuropsychiatry,Awatramani,10.1101/2025.05.21.655268,,2025-06-04 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4410553855
The Gut-Brain Axis in Parkinson disease: Emerging Concepts and Therapeutic Implications,Schapira,NA_review,10.1002/mdc3.70029,NA_review,2025-06-04 00:00:00,NA_review,lens,0,,,1,,,W4408406942
Neuromelanin and selective neuronal vulnerability to Parkinson’s disease,Vila,NA_review,10.1016/j.tins.2025.04.005,NA_review,2025-06-04 00:00:00,NA_review,lens,0,,,1,,,W4410124882
Current safety recommendations for handling mouse and human αsynuclein pre-formed fibrils,Volpicelli-Daley,does_not_exist,10.1016/j.nbd.2025.106820,,2025-06-05 00:00:00,,lens,0,,,1,,,W4407000621
"Aging, cellular senescence and Parkinson's disease",Lee,NA_review,10.1177/1877718X251316552,NA_review,2025-06-06 00:00:00,NA_review,lens,0,,,1,,,W4407112723
Targeting mitophagy in neurodegenerative diseases,Alessi,NA_review,10.1038/s41573-024-01105-0,NA_review,2025-06-06 00:00:00,NA_review,lens,0,,,1,,,W4406342572
How Membrane Contact Sites Shape the Phagophore,Harper,NA_review,10.1177/25152564231162495,NA_review,2025-06-06 00:00:00,NA_review,lens,0,,,1,,,W4376459430
Prospects for Disease Slowing in Parkinson Disease,Schapira,NA_review,10.1146/annurev-pharmtox-022124-033653,NA_review,2025-06-12 00:00:00,NA_review,lens,0,,,1,,,W4401206190
